genesym	ensid	essentiality
HIST2H2AA4	ENSG00000272196	9.23
IKBKG	ENSG00000269335	9.23
IREB2	ENSG00000136381	9.23
IRS2	ENSG00000185950	9.23
KDM1A	ENSG00000004487	9.23
KRTAP10-9	ENSG00000221837	9.23
LAMTOR4	ENSG00000188186	9.23
MRPL14	ENSG00000180992	9.23
PPA2	ENSG00000138777	9.23
RBM33	ENSG00000184863	9.23
VOPP1	ENSG00000154978	9.23
ANP32B	ENSG00000136938	8.92
ATAD1	ENSG00000138138	8.92
C5orf48		8.92
CA5A	ENSG00000174990	8.92
COG7	ENSG00000168434	8.92
ELF2	ENSG00000109381	8.92
HIST1H3A	ENSG00000275714	8.92
HMGN2	ENSG00000198830	8.92
INS	ENSG00000254647	8.92
JMJD6	ENSG00000070495	8.92
MED23	ENSG00000112282	8.92
MRPL30	ENSG00000185414	8.92
MRPL51	ENSG00000111639	8.92
MRPS23	ENSG00000181610	8.92
MTAP	ENSG00000099810	8.92
NSUN4	ENSG00000117481	8.92
NUPL2	ENSG00000136243	8.92
PPP6R3	ENSG00000110075	8.92
RSPH10B2	ENSG00000169402	8.92
SARNP	ENSG00000205323	8.92
SLC33A1	ENSG00000169359	8.92
TGIF1	ENSG00000177426	8.92
TIMM50	ENSG00000105197	8.92
TRMT61A	ENSG00000166166	8.92
ARF6	ENSG00000165527	8.62
ATP2B1	ENSG00000070961	8.62
CCDC90B	ENSG00000137500	8.62
CD8B	ENSG00000172116	8.62
HSD17B10	ENSG00000072506	8.62
IFNA5	ENSG00000147873	8.62
ITGB1	ENSG00000150093	8.62
KIAA1524	ENSG00000163507	8.62
KRTAP4-4	ENSG00000171396	8.62
LARP1B	ENSG00000138709	8.62
MCMDC2	ENSG00000178460	8.62
NAF1	ENSG00000145414	8.62
NT5DC1	ENSG00000178425	8.62
PLG	ENSG00000122194	8.62
POC1B-GALNT4		8.62
PRKAG1	ENSG00000181929	8.62
PTPN20A		8.62
PTTG2	ENSG00000250254	8.62
SLC25A40	ENSG00000075303	8.62
SLC30A9	ENSG00000014824	8.62
SMEK1		8.62
SOX2	ENSG00000181449	8.62
THOC6	ENSG00000131652	8.62
TMSB4Y	ENSG00000154620	8.62
TRAF2	ENSG00000127191	8.62
TTC7A	ENSG00000068724	8.62
ZNF429	ENSG00000197013	8.62
ZNF468	ENSG00000204604	8.62
AQP7	ENSG00000165269	8.31
ASPM	ENSG00000066279	8.31
C10orf2	ENSG00000107815	8.31
C1orf86		8.31
C20orf196	ENSG00000171984	8.31
COX11	ENSG00000166260	8.31
CXorf56	ENSG00000018610	8.31
FAM210A	ENSG00000177150	8.31
FASN	ENSG00000169710	8.31
FLII	ENSG00000177731	8.31
HIST1H2BO	ENSG00000274641	8.31
LAMTOR1	ENSG00000149357	8.31
LDB1	ENSG00000198728	8.31
MAGED4B	ENSG00000187243	8.31
MAPRE1	ENSG00000101367	8.31
NDUFB2	ENSG00000090266	8.31
NFU1	ENSG00000169599	8.31
PERP	ENSG00000112378	8.31
PI4KA	ENSG00000241973	8.31
PLAC9	ENSG00000189129	8.31
RAD52	ENSG00000002016	8.31
RFPL2	ENSG00000128253	8.31
RMND1	ENSG00000155906	8.31
RNF11	ENSG00000123091	8.31
SCAF11	ENSG00000139218	8.31
SLC25A41	ENSG00000181240	8.31
TCP11X2	ENSG00000215029	8.31
TDP2	ENSG00000111802	8.31
TM9SF3	ENSG00000077147	8.31
VPS41	ENSG00000006715	8.31
XRCC4	ENSG00000152422	8.31
ACVR2A	ENSG00000121989	8.00
ANKRD11	ENSG00000167522	8.00
ATG9A	ENSG00000198925	8.00
CACYBP	ENSG00000116161	8.00
CCDC152	ENSG00000198865	8.00
DDX19A	ENSG00000168872	8.00
FDX1	ENSG00000137714	8.00
FKBPL	ENSG00000204315	8.00
FOXK1	ENSG00000164916	8.00
GOLGA6B	ENSG00000215186	8.00
H2AFB3	ENSG00000277745	8.00
HMGCLL1	ENSG00000146151	8.00
JTB	ENSG00000143543	8.00
KMT2D	ENSG00000167548	8.00
MED16	ENSG00000175221	8.00
MTERFD1		8.00
NAA35	ENSG00000135040	8.00
NBPF4	ENSG00000196427	8.00
NCF1	ENSG00000158517	8.00
NDUFB5	ENSG00000136521	8.00
NOMO1	ENSG00000103512	8.00
NPHP3	ENSG00000113971	8.00
PLEKHM1	ENSG00000225190	8.00
POTED	ENSG00000166351	8.00
PPCS	ENSG00000127125	8.00
RAPGEF1	ENSG00000107263	8.00
RBM7	ENSG00000076053	8.00
RCN2	ENSG00000117906	8.00
SELK		8.00
SLC20A1	ENSG00000144136	8.00
SMIM6	ENSG00000259120	8.00
TVP23C	ENSG00000175106	8.00
TYRO3	ENSG00000092445	8.00
UBE3D	ENSG00000118420	8.00
ZBTB41	ENSG00000177888	8.00
ZNF217	ENSG00000171940	8.00
ATP1B3	ENSG00000069849	7.69
ATP5G1	ENSG00000159199	7.69
ATP5I	ENSG00000169020	7.69
AURKAIP1	ENSG00000175756	7.69
CCDC51	ENSG00000164051	7.69
FAM45A	ENSG00000119979	7.69
GADD45GIP1	ENSG00000179271	7.69
GTSE1	ENSG00000075218	7.69
HK2	ENSG00000159399	7.69
HSD17B12	ENSG00000149084	7.69
KAT2A	ENSG00000108773	7.69
KRTAP4-12	ENSG00000213416	7.69
MEAF6	ENSG00000163875	7.69
MESDC2	ENSG00000117899	7.69
METTL5	ENSG00000138382	7.69
MLX	ENSG00000108788	7.69
MRPL40	ENSG00000185608	7.69
NDUFA10	ENSG00000130414	7.69
NR2C2AP	ENSG00000184162	7.69
OCM2	ENSG00000135175	7.69
PARP11	ENSG00000111224	7.69
PDE12	ENSG00000174840	7.69
PIN4	ENSG00000102309	7.69
PRKACA	ENSG00000072062	7.69
PRKAR1A	ENSG00000108946	7.69
RASA4B	ENSG00000170667	7.69
RCN1	ENSG00000049449	7.69
ROMO1	ENSG00000125995	7.69
SLC31A1	ENSG00000136868	7.69
SMARCA4	ENSG00000127616	7.69
TAF6L	ENSG00000162227	7.69
TAS2R10	ENSG00000121318	7.69
TEN1	ENSG00000257949	7.69
TMEM257	ENSG00000221870	7.69
VPS4B	ENSG00000119541	7.69
ZNF148	ENSG00000163848	7.69
ZNF658	ENSG00000274349	7.69
BMI1	ENSG00000168283	7.38
BOD1L1	ENSG00000038219	7.38
BRCA1	ENSG00000012048	7.38
CARM1	ENSG00000142453	7.38
CD9	ENSG00000010278	7.38
CDCA3	ENSG00000111665	7.38
CYC1	ENSG00000179091	7.38
DCTN1	ENSG00000204843	7.38
DYDC1	ENSG00000170788	7.38
FAHD2B	ENSG00000144199	7.38
FAIM	ENSG00000158234	7.38
FZR1	ENSG00000105325	7.38
GLRX	ENSG00000173221	7.38
HIST3H2A	ENSG00000181218	7.38
HSP90AB1	ENSG00000096384	7.38
KDM5C	ENSG00000126012	7.38
LMNB1	ENSG00000113368	7.38
MARK2	ENSG00000072518	7.38
MIXL1	ENSG00000185155	7.38
NCK1	ENSG00000158092	7.38
NDUFAF3	ENSG00000178057	7.38
NFE2L2	ENSG00000116044	7.38
NGRN	ENSG00000182768	7.38
POLR3G	ENSG00000113356	7.38
POU5F1B	ENSG00000212993	7.38
PPM1D	ENSG00000170836	7.38
PPP6C	ENSG00000119414	7.38
PRDX2	ENSG00000167815	7.38
RELA	ENSG00000173039	7.38
SLC3A2	ENSG00000168003	7.38
SLX4	ENSG00000188827	7.38
TAX1BP3	ENSG00000213977	7.38
TMEM184C	ENSG00000164168	7.38
TUBB2B	ENSG00000137285	7.38
ULBP2	ENSG00000131015	7.38
USP17L10	ENSG00000231396	7.38
YIPF3	ENSG00000137207	7.38
AKR1D1	ENSG00000122787	7.08
ATP5SL	ENSG00000105341	7.08
BCAP31	ENSG00000185825	7.08
BRCA2	ENSG00000139618	7.08
C14orf80	ENSG00000185347	7.08
C17orf89		7.08
C20orf85	ENSG00000124237	7.08
CADM4	ENSG00000105767	7.08
CDK5RAP3	ENSG00000108465	7.08
CEP44	ENSG00000164118	7.08
CHD8	ENSG00000100888	7.08
CHDC2		7.08
CLEC18B	ENSG00000140839	7.08
DAZL	ENSG00000092345	7.08
DPF2	ENSG00000133884	7.08
DSCC1	ENSG00000136982	7.08
FAM83D	ENSG00000101447	7.08
GAGE12H	ENSG00000224902	7.08
HAP1	ENSG00000173805	7.08
HIBCH	ENSG00000198130	7.08
HIST1H3G	ENSG00000273983	7.08
HSF2	ENSG00000025156	7.08
LY75-CD302		7.08
MALL	ENSG00000144063	7.08
MBTD1	ENSG00000011258	7.08
MTO1	ENSG00000135297	7.08
NAIP	ENSG00000249437	7.08
NMNAT1	ENSG00000173614	7.08
NUCKS1	ENSG00000069275	7.08
OTUD4	ENSG00000164164	7.08
PAIP1	ENSG00000172239	7.08
POM121	ENSG00000196313	7.08
PRRC2A	ENSG00000204469	7.08
PSMF1	ENSG00000125818	7.08
RAD9B	ENSG00000151164	7.08
SCO2	ENSG00000130489	7.08
SNX13	ENSG00000071189	7.08
SREK1IP1	ENSG00000153006	7.08
TLN1	ENSG00000137076	7.08
TUBB8	ENSG00000261456	7.08
UROS	ENSG00000188690	7.08
USP12	ENSG00000152484	7.08
VPS45	ENSG00000136631	7.08
XRCC6BP1		7.08
ZNF443	ENSG00000180855	7.08
ZNF501	ENSG00000186446	7.08
ANGPTL3	ENSG00000132855	6.77
C5orf15	ENSG00000113583	6.77
CALM2	ENSG00000143933	6.77
CAP1	ENSG00000131236	6.77
CAPRIN1	ENSG00000135387	6.77
CBLL1	ENSG00000105879	6.77
CCDC38	ENSG00000165972	6.77
CENPU	ENSG00000151725	6.77
COG2	ENSG00000135775	6.77
CROCC	ENSG00000058453	6.77
CSK	ENSG00000103653	6.77
EBPL	ENSG00000123179	6.77
ELMO2	ENSG00000062598	6.77
EMC4	ENSG00000128463	6.77
EP300	ENSG00000100393	6.77
EPCAM	ENSG00000119888	6.77
FANCD2	ENSG00000144554	6.77
GNAQ	ENSG00000156052	6.77
KRTAP4-6	ENSG00000198090	6.77
LENG1	ENSG00000105617	6.77
MRGPRX3	ENSG00000179826	6.77
MRPS9	ENSG00000135972	6.77
MYRF	ENSG00000124920	6.77
PAK2	ENSG00000180370	6.77
PARD6B	ENSG00000124171	6.77
PCDHA8		6.77
PSG5	ENSG00000204941	6.77
PZP	ENSG00000126838	6.77
RNF145	ENSG00000145860	6.77
RPS6KB1	ENSG00000108443	6.77
RSRC2	ENSG00000111011	6.77
SMAD4	ENSG00000141646	6.77
SSBP3	ENSG00000157216	6.77
TAF5L	ENSG00000135801	6.77
TFB1M	ENSG00000029639	6.77
THRAP3	ENSG00000054118	6.77
TMEM126B	ENSG00000171204	6.77
TOMM7	ENSG00000196683	6.77
TWF1	ENSG00000151239	6.77
UAP1	ENSG00000117143	6.77
UGT2B15	ENSG00000196620	6.77
VPS4A	ENSG00000132612	6.77
WRN	ENSG00000165392	6.77
ZFP36L1	ENSG00000185650	6.77
ALG6	ENSG00000088035	6.46
ANKRD65	ENSG00000235098	6.46
ASIC1	ENSG00000110881	6.46
ATIC	ENSG00000138363	6.46
AZGP1	ENSG00000160862	6.46
CLEC18C	ENSG00000157335	6.46
CLPB	ENSG00000162129	6.46
CSTF2	ENSG00000101811	6.46
DEFB106B	ENSG00000187082	6.46
ENAH	ENSG00000154380	6.46
ERBB3	ENSG00000065361	6.46
ERI1	ENSG00000104626	6.46
EXOC4	ENSG00000131558	6.46
HSP90AA1	ENSG00000080824	6.46
KIAA0020		6.46
LARP7	ENSG00000174720	6.46
MAGOHB	ENSG00000111196	6.46
MANF	ENSG00000145050	6.46
MRPL22	ENSG00000082515	6.46
MSL1	ENSG00000188895	6.46
MYO1G	ENSG00000136286	6.46
NFATC2IP	ENSG00000176953	6.46
NISCH	ENSG00000010322	6.46
NME2	ENSG00000243678	6.46
PDZD3	ENSG00000172367	6.46
POTEF	ENSG00000196604	6.46
RFWD3	ENSG00000168411	6.46
SAP130	ENSG00000136715	6.46
SAR1A	ENSG00000079332	6.46
SHC1	ENSG00000160691	6.46
SPIN2A	ENSG00000147059	6.46
TAAR1	ENSG00000146399	6.46
TEKT4	ENSG00000163060	6.46
TFAP4	ENSG00000090447	6.46
TKT	ENSG00000163931	6.46
TM2D1	ENSG00000162604	6.46
TMEM261	ENSG00000137038	6.46
TRAPPC2L	ENSG00000167515	6.46
TUBA3D	ENSG00000075886	6.46
TXNDC9	ENSG00000115514	6.46
VPS36	ENSG00000136100	6.46
ZNF479	ENSG00000185177	6.46
ADAM21	ENSG00000139985	6.15
BMF	ENSG00000104081	6.15
C3orf38	ENSG00000179021	6.15
CARS2	ENSG00000134905	6.15
CERS2	ENSG00000143418	6.15
CNGA1	ENSG00000198515	6.15
CYB5B	ENSG00000103018	6.15
DERL1	ENSG00000136986	6.15
ELAVL1	ENSG00000066044	6.15
EPC1	ENSG00000120616	6.15
ERBB2	ENSG00000141736	6.15
EXTL2	ENSG00000162694	6.15
FAM122A	ENSG00000187866	6.15
FAM178A		6.15
FGFR1OP2	ENSG00000111790	6.15
FLCN	ENSG00000154803	6.15
GGNBP2	ENSG00000278311	6.15
GIGYF2	ENSG00000204120	6.15
GNG5	ENSG00000174021	6.15
HOXD13	ENSG00000128714	6.15
IFNA1	ENSG00000197919	6.15
JUNB	ENSG00000171223	6.15
KIAA1731		6.15
KIF18B	ENSG00000186185	6.15
KISS1	ENSG00000170498	6.15
LARP1	ENSG00000155506	6.15
MIB1	ENSG00000101752	6.15
NDUFS3	ENSG00000213619	6.15
NDUFV2	ENSG00000178127	6.15
NEK2	ENSG00000117650	6.15
NPEPPS	ENSG00000141279	6.15
PGBD3	ENSG00000243251	6.15
PGM3	ENSG00000013375	6.15
PIGW	ENSG00000277161	6.15
POLE3	ENSG00000148229	6.15
PRKRIR		6.15
RNF24	ENSG00000101236	6.15
SOS1	ENSG00000115904	6.15
SPANXN4	ENSG00000189326	6.15
ST3GAL6	ENSG00000064225	6.15
SUB1	ENSG00000113387	6.15
TBC1D20	ENSG00000125875	6.15
TNP1	ENSG00000118245	6.15
TRIM28	ENSG00000130726	6.15
TSEN15	ENSG00000198860	6.15
USP9X	ENSG00000124486	6.15
XPR1	ENSG00000143324	6.15
YEATS2	ENSG00000163872	6.15
AGAP7		5.85
AK3	ENSG00000147853	5.85
ARHGAP29	ENSG00000137962	5.85
ARPC1A	ENSG00000241685	5.85
ATAD2	ENSG00000156802	5.85
ATXN7L3	ENSG00000087152	5.85
CD46	ENSG00000117335	5.85
CHTF8	ENSG00000168802	5.85
CXADR	ENSG00000154639	5.85
CXCL11	ENSG00000169248	5.85
DHRSX	ENSG00000169084	5.85
DIAPH3	ENSG00000139734	5.85
EFNA3	ENSG00000143590	5.85
EZH2	ENSG00000106462	5.85
GJA1	ENSG00000152661	5.85
GRAP	ENSG00000154016	5.85
KIAA2013	ENSG00000116685	5.85
KMT2A	ENSG00000118058	5.85
ORC2	ENSG00000115942	5.85
PDZD9	ENSG00000155714	5.85
PIGH	ENSG00000100564	5.85
POC1A	ENSG00000164087	5.85
RAD51B	ENSG00000182185	5.85
RER1	ENSG00000157916	5.85
RPRD1A	ENSG00000141425	5.85
SPTLC1	ENSG00000090054	5.85
SSSCA1	ENSG00000173465	5.85
SUV420H1		5.85
TMEM41B	ENSG00000166471	5.85
ZC3H3	ENSG00000014164	5.85
ADRM1	ENSG00000130706	5.54
ALG8	ENSG00000159063	5.54
ANKRD32		5.54
ARL8B	ENSG00000134108	5.54
ARMCX6	ENSG00000198960	5.54
ATMIN	ENSG00000166454	5.54
BAG4	ENSG00000156735	5.54
BAMBI	ENSG00000095739	5.54
BRAF	ENSG00000157764	5.54
BRD1	ENSG00000100425	5.54
C6orf211		5.54
CCDC6	ENSG00000108091	5.54
CCDC82	ENSG00000149231	5.54
CCNE1	ENSG00000105173	5.54
CKAP2	ENSG00000136108	5.54
CNTN1	ENSG00000018236	5.54
COX8A	ENSG00000176340	5.54
CPD	ENSG00000108582	5.54
ECSIT	ENSG00000130159	5.54
ELOVL4	ENSG00000118402	5.54
FTSJ2		5.54
GAB1	ENSG00000109458	5.54
KEAP1	ENSG00000079999	5.54
LEO1	ENSG00000166477	5.54
LPCAT3	ENSG00000111684	5.54
MED25	ENSG00000104973	5.54
NOSIP	ENSG00000142546	5.54
NUCB2	ENSG00000070081	5.54
PARD3	ENSG00000148498	5.54
PEX13	ENSG00000162928	5.54
POLQ	ENSG00000051341	5.54
PSG11	ENSG00000243130	5.54
RAB14	ENSG00000119396	5.54
RFPL4AL1	ENSG00000229292	5.54
RPL39L	ENSG00000163923	5.54
SETD2	ENSG00000181555	5.54
SGOL2		5.54
SNTA1	ENSG00000101400	5.54
SPANXN2	ENSG00000268988	5.54
SPTLC2	ENSG00000100596	5.54
SREBF1	ENSG00000072310	5.54
TBC1D10C	ENSG00000175463	5.54
TPTE2	ENSG00000132958	5.54
TRUB2	ENSG00000167112	5.54
WDR59	ENSG00000103091	5.54
ZNF404	ENSG00000176222	5.54
ADCK2	ENSG00000133597	5.23
ALDOC	ENSG00000109107	5.23
ALOX5	ENSG00000012779	5.23
APEX2	ENSG00000169188	5.23
APOBEC4	ENSG00000173627	5.23
BCL2L12	ENSG00000126453	5.23
BZW1	ENSG00000082153	5.23
CHCHD2	ENSG00000106153	5.23
CPOX	ENSG00000080819	5.23
CTAGE5	ENSG00000150527	5.23
DAXX	ENSG00000204209	5.23
DDX50	ENSG00000107625	5.23
DGCR6	ENSG00000183628	5.23
DPM1	ENSG00000000419	5.23
DTWD1	ENSG00000104047	5.23
EXT2	ENSG00000151348	5.23
H2AFX	ENSG00000188486	5.23
HGF	ENSG00000019991	5.23
HNRNPCL1	ENSG00000179172	5.23
HSF1	ENSG00000185122	5.23
IL6ST	ENSG00000134352	5.23
JUN	ENSG00000177606	5.23
KRTAP19-7	ENSG00000244362	5.23
KXD1	ENSG00000105700	5.23
LIN28B	ENSG00000187772	5.23
MAFG	ENSG00000197063	5.23
MAPKAP1	ENSG00000119487	5.23
MFN1	ENSG00000171109	5.23
MPP6	ENSG00000105926	5.23
MRPL15	ENSG00000137547	5.23
MYSM1	ENSG00000162601	5.23
NCOR1	ENSG00000141027	5.23
NDUFAF6	ENSG00000156170	5.23
NSRP1	ENSG00000126653	5.23
PLA2G4B	ENSG00000243708	5.23
PMVK	ENSG00000163344	5.23
PPP3R1	ENSG00000221823	5.23
PRR23D1	ENSG00000255251	5.23
RAF1	ENSG00000132155	5.23
RAP1A	ENSG00000116473	5.23
RBM44	ENSG00000177483	5.23
RIF1	ENSG00000080345	5.23
SLC16A1	ENSG00000155380	5.23
SMIM3	ENSG00000256235	5.23
SPCS1	ENSG00000114902	5.23
SPIC	ENSG00000166211	5.23
STRIP1	ENSG00000143093	5.23
TCF7L2	ENSG00000148737	5.23
TIMM8A	ENSG00000126953	5.23
TMED2	ENSG00000086598	5.23
TSC2	ENSG00000103197	5.23
VDAC3	ENSG00000078668	5.23
ZNF519	ENSG00000175322	5.23
ZNF83	ENSG00000167766	5.23
ACAT1	ENSG00000075239	4.92
ACOX1	ENSG00000161533	4.92
AMBRA1	ENSG00000110497	4.92
ANKRD34B	ENSG00000189127	4.92
ATF2	ENSG00000115966	4.92
C1orf27	ENSG00000157181	4.92
C8orf44	ENSG00000213865	4.92
C9orf129	ENSG00000204352	4.92
CAPZA2	ENSG00000198898	4.92
CCNT2	ENSG00000082258	4.92
CCP110	ENSG00000103540	4.92
CENPF	ENSG00000117724	4.92
CITED2	ENSG00000164442	4.92
CXorf61		4.92
DCUN1D1	ENSG00000043093	4.92
DET1	ENSG00000140543	4.92
DYRK1A	ENSG00000157540	4.92
FADD	ENSG00000168040	4.92
FBXW7	ENSG00000109670	4.92
GON4L	ENSG00000116580	4.92
HIST1H2AG	ENSG00000196787	4.92
HMGN1	ENSG00000205581	4.92
HMHB1	ENSG00000158497	4.92
HNRNPA3	ENSG00000170144	4.92
HPR	ENSG00000261701	4.92
HRK	ENSG00000135116	4.92
KIDINS220	ENSG00000134313	4.92
KRTAP21-2	ENSG00000187026	4.92
LGSN	ENSG00000146166	4.92
LILRA6	ENSG00000244482	4.92
LPAR1	ENSG00000198121	4.92
LPGAT1	ENSG00000123684	4.92
MGAT1	ENSG00000131446	4.92
MGAT4A	ENSG00000071073	4.92
PARN	ENSG00000140694	4.92
PCNT	ENSG00000160299	4.92
POMZP3	ENSG00000146707	4.92
PVRL4		4.92
RBBP7	ENSG00000102054	4.92
RNF31	ENSG00000092098	4.92
SAT2	ENSG00000141504	4.92
SLC35A3	ENSG00000117620	4.92
SREK1	ENSG00000153914	4.92
STYX	ENSG00000198252	4.92
SURF4	ENSG00000148248	4.92
TEX19	ENSG00000182459	4.92
UBE2T	ENSG00000077152	4.92
UGT1A8		4.92
VN1R1	ENSG00000178201	4.92
WASF2	ENSG00000158195	4.92
ZBTB2	ENSG00000181472	4.92
ZFAND5	ENSG00000107372	4.92
ZMYND8	ENSG00000101040	4.92
ZNF181	ENSG00000197841	4.92
ZNF622	ENSG00000173545	4.92
ADAT2	ENSG00000189007	4.62
ATP13A1	ENSG00000105726	4.62
BRWD1	ENSG00000185658	4.62
CDCA2	ENSG00000184661	4.62
CENPP	ENSG00000188312	4.62
CEP70	ENSG00000114107	4.62
CLCC1	ENSG00000121940	4.62
CNEP1R1	ENSG00000205423	4.62
COASY	ENSG00000068120	4.62
DARS2	ENSG00000117593	4.62
DCAF15	ENSG00000132017	4.62
DPH1	ENSG00000108963	4.62
EEFSEC	ENSG00000132394	4.62
EFHD2	ENSG00000142634	4.62
ELK1	ENSG00000126767	4.62
ETNK1	ENSG00000139163	4.62
FH	ENSG00000091483	4.62
FLI1	ENSG00000151702	4.62
HMGN4	ENSG00000182952	4.62
IBA57	ENSG00000181873	4.62
KCNJ12	ENSG00000184185	4.62
KMT2B	ENSG00000272333	4.62
LCE1C	ENSG00000197084	4.62
LYPLA1	ENSG00000120992	4.62
LYZL2	ENSG00000151033	4.62
NANP	ENSG00000170191	4.62
NCOA4	ENSG00000266412	4.62
NMI	ENSG00000123609	4.62
PCGF1	ENSG00000115289	4.62
PHF20	ENSG00000025293	4.62
PIGK	ENSG00000142892	4.62
PSME3	ENSG00000131467	4.62
PTAR1	ENSG00000188647	4.62
RMI2	ENSG00000175643	4.62
SLC25A28	ENSG00000155287	4.62
SMAGP	ENSG00000170545	4.62
SOCS5	ENSG00000171150	4.62
SPANXN3	ENSG00000189252	4.62
STAM	ENSG00000136738	4.62
TM9SF2	ENSG00000125304	4.62
TMEM14B	ENSG00000137210	4.62
TRIM73	ENSG00000178809	4.62
TSFM	ENSG00000123297	4.62
UBE2D4	ENSG00000078967	4.62
UGT1A7		4.62
UXS1	ENSG00000115652	4.62
WFDC13	ENSG00000168634	4.62
YES1	ENSG00000176105	4.62
ACAD9	ENSG00000177646	4.31
ADHFE1	ENSG00000147576	4.31
ANKRD52	ENSG00000139645	4.31
C14orf164		4.31
CCDC9	ENSG00000105321	4.31
CDC25A	ENSG00000164045	4.31
CDRT15	ENSG00000223510	4.31
CEACAM6	ENSG00000086548	4.31
CETN3	ENSG00000153140	4.31
CFHR3	ENSG00000116785	4.31
CMIP	ENSG00000153815	4.31
COA3	ENSG00000183978	4.31
COQ3	ENSG00000132423	4.31
CPAMD8	ENSG00000160111	4.31
CWF19L1	ENSG00000095485	4.31
DDX17	ENSG00000100201	4.31
DNAJB11	ENSG00000090520	4.31
DOCK5	ENSG00000147459	4.31
DPY19L4	ENSG00000156162	4.31
EGLN1	ENSG00000135766	4.31
FASTKD5	ENSG00000215251	4.31
FIBCD1	ENSG00000130720	4.31
FOXA1	ENSG00000129514	4.31
GAREM		4.31
GLUL	ENSG00000135821	4.31
GNG11	ENSG00000127920	4.31
GTF2H5	ENSG00000272047	4.31
GTPBP8	ENSG00000163607	4.31
HLA-B	ENSG00000234745	4.31
HOXA9	ENSG00000078399	4.31
INHBE	ENSG00000139269	4.31
KDM5B	ENSG00000117139	4.31
KIAA1841	ENSG00000162929	4.31
KRT83	ENSG00000170523	4.31
LARP4	ENSG00000161813	4.31
LRRC28	ENSG00000168904	4.31
MGEA5	ENSG00000198408	4.31
MKLN1	ENSG00000128585	4.31
MYCN	ENSG00000134323	4.31
N6AMT1	ENSG00000156239	4.31
NDRG3	ENSG00000101079	4.31
NSFL1C	ENSG00000088833	4.31
PAPPA	ENSG00000182752	4.31
PDE4DIP	ENSG00000178104	4.31
PHF10	ENSG00000130024	4.31
PIM1	ENSG00000137193	4.31
PRAMEF1	ENSG00000116721	4.31
RABL3	ENSG00000144840	4.31
RANBP3	ENSG00000031823	4.31
RGPD4	ENSG00000196862	4.31
RHOG	ENSG00000177105	4.31
SLTM	ENSG00000137776	4.31
SMARCD1	ENSG00000066117	4.31
SMURF2	ENSG00000108854	4.31
SOX9	ENSG00000125398	4.31
SPINK14	ENSG00000196800	4.31
STK11	ENSG00000118046	4.31
TAF3	ENSG00000165632	4.31
TBC1D10B	ENSG00000169221	4.31
TFEC	ENSG00000105967	4.31
TGFBR1	ENSG00000106799	4.31
TIGD4	ENSG00000169989	4.31
UFSP2	ENSG00000109775	4.31
UGT1A9		4.31
VPS51	ENSG00000149823	4.31
ZC3H4	ENSG00000130749	4.31
ZFR	ENSG00000056097	4.31
ZNF484	ENSG00000127081	4.31
ZNF706	ENSG00000120963	4.31
ZWILCH	ENSG00000174442	4.31
AKIRIN1	ENSG00000174574	4.00
ANTXRL	ENSG00000274209	4.00
APOOL	ENSG00000155008	4.00
ASCC1	ENSG00000138303	4.00
ASNS	ENSG00000070669	4.00
BBS5	ENSG00000163093	4.00
BCL2	ENSG00000171791	4.00
C9orf85	ENSG00000155621	4.00
CACNG2	ENSG00000166862	4.00
CFDP1	ENSG00000153774	4.00
CMTR2	ENSG00000180917	4.00
COX16	ENSG00000133983	4.00
CSNK2A3	ENSG00000254598	4.00
DOLK	ENSG00000175283	4.00
ERVV-1		4.00
FAM185A	ENSG00000222011	4.00
FANCL	ENSG00000115392	4.00
FDFT1	ENSG00000079459	4.00
FGFR1	ENSG00000077782	4.00
FRG2B	ENSG00000225899	4.00
G3BP2	ENSG00000138757	4.00
GNA13	ENSG00000120063	4.00
HNRNPD	ENSG00000138668	4.00
HSD3B1	ENSG00000203857	4.00
ISYNA1	ENSG00000105655	4.00
KAT6A	ENSG00000083168	4.00
KERA	ENSG00000139330	4.00
LANCL3	ENSG00000147036	4.00
LIN7C	ENSG00000148943	4.00
LIPT1	ENSG00000144182	4.00
LOC101059918		4.00
MET	ENSG00000105976	4.00
METTL18	ENSG00000171806	4.00
MORF4L1	ENSG00000185787	4.00
MORN2	ENSG00000188010	4.00
MPI	ENSG00000178802	4.00
MRPL1	ENSG00000169288	4.00
MRPL33	ENSG00000243147	4.00
MT1HL1	ENSG00000244020	4.00
MTX2	ENSG00000128654	4.00
MYB	ENSG00000118513	4.00
PEAR1	ENSG00000187800	4.00
PICALM	ENSG00000073921	4.00
PLA2G12A	ENSG00000123739	4.00
PPP1R35	ENSG00000160813	4.00
RHOT1	ENSG00000126858	4.00
RPGRIP1L	ENSG00000103494	4.00
SAMD4B	ENSG00000179134	4.00
SLC19A2	ENSG00000117479	4.00
SLC6A8	ENSG00000130821	4.00
SOX30	ENSG00000039600	4.00
SPANXC	ENSG00000198573	4.00
SPICE1	ENSG00000163611	4.00
SRC	ENSG00000197122	4.00
STAG1	ENSG00000118007	4.00
SUPT20H	ENSG00000102710	4.00
TADA1	ENSG00000152382	4.00
TMEM50B	ENSG00000142188	4.00
TMEM8A	ENSG00000129925	4.00
TUBD1	ENSG00000108423	4.00
UBE2W	ENSG00000104343	4.00
ZCCHC7	ENSG00000147905	4.00
ZNF382	ENSG00000161298	4.00
ZNF587	ENSG00000198466	4.00
ZNF844	ENSG00000223547	4.00
